status,latest_date,latest_close,weekly_up,daily_up,setup_type,action,trend_score,setup_score,liquidity_score,vol_pref_score,total_score,turnover_med25_yen,turnover_med25_mn_yen,rv_eval_pct,rv_lookback,vol_ratio,bb_z,ma25,ma50,bb_upper,bb_lower,entry_low,entry_high,stop,take1,take2,risk_pct,reward1_pct,reward2_pct,rr1,rr2,code,group_name,file_path,action_priority,today_rank_score
ok,2026-05-19,1215.0,True,False,下限バンド復帰,監視候補（戻り初動）,60.0,75.0,55.0,42.98,61.95,190653800.0,190.6538,34.25528392636036,126,1.4761961155850307,-1.918912249855494,1301.68,1271.7889331054687,1392.0228491912828,1211.3371508087173,1211.355,1227.15,1138.5,1301.68,1392.0228491912828,6.01,7.46,14.91,1.24,2.48,6238,④その他140,prices/6238.T/6238.T__1d.csv,3,145.1516643467551
