status,latest_date,latest_close,weekly_up,daily_up,setup_type,action,trend_score,setup_score,liquidity_score,vol_pref_score,total_score,turnover_med25_yen,turnover_med25_mn_yen,rv_eval_pct,rv_lookback,vol_ratio,bb_z,ma25,ma50,bb_upper,bb_lower,entry_low,entry_high,stop,take1,take2,risk_pct,reward1_pct,reward2_pct,rr1,rr2,code,group_name,file_path
ok,2026-06-15,4545.0,False,False,監視,見送り（週足弱い）,15.0,0.0,70.0,78.23,27.48,317852000.0,317.852,25.44357130595381,126,0.49663569368792054,-0.739289042577197,4601.6,4672.5,4754.720083594612,4448.479916405388,,,,,,,,,,,3636,④その他140,prices/3636.T/3636.T__1d.csv
ok,2026-06-15,1111.0,True,False,監視,除外（流動性不足）,60.0,0.0,0.0,42.42,27.36,22960000.0,22.96,34.39567372864727,126,0.8763035921205099,0.750335315150818,1078.48,1105.88,1165.1612459532535,991.7987540467466,,,,,,,,,,,4060,②前号比較20,prices/4060.T/4060.T__1d.csv
ok,2026-06-15,1291.0,False,False,監視,見送り（週足弱い）,15.0,0.0,55.0,86.94,26.54,143321000.0,143.321,16.736197710917843,126,0.6132928452011328,1.6953542510413524,1260.36,1295.66,1296.5058379346733,1224.2141620653265,,,,,,,,,,,3333,④その他140,prices/3333.T/3333.T__1d.csv
ok,2026-06-15,502.0,True,False,監視,除外（流動性不足）,75.0,0.0,0.0,0.0,26.25,30358500.0,30.3585,54.448895859098535,126,0.31214662646061064,0.0,502.0,486.14,576.0551146107966,427.9448853892034,,,,,,,,,,,6182,①特に気になる20,prices/6182.T/6182.T__1d.csv
ok,2026-06-16,4560.0,False,False,監視,見送り（週足弱い）,15.0,0.0,70.0,65.58,25.59,335697000.0,335.697,28.60605110769619,126,0.7902087621287857,1.2547774785603096,4472.2,4573.9,4612.145132105397,4332.254867894602,,,,,,,,,,,5480,④その他140,prices/5480.T/5480.T__1d.csv
ok,2026-06-16,971.0,False,False,監視,見送り（週足弱い）,15.0,0.0,35.0,94.06,24.61,97843800.0,97.8438,18.514516081530736,126,0.688896607618386,1.1450830421707412,954.12,973.12,983.6025779063158,924.6374220936842,,,,,,,,,,,8185,④その他140,prices/8185.T/8185.T__1d.csv
ok,2026-06-15,276.0,False,False,監視,様子見,30.0,0.0,55.0,36.94,24.29,193061400.0,193.0614,35.76479175066154,126,1.2263261928840672,1.718698357430027,257.24,258.18,279.07047411303967,235.40952588696035,,,,,,,,,,,7803,④その他140,prices/7803.T/7803.T__1d.csv
ok,2026-06-16,1195.0,False,False,監視,見送り（週足弱い）,0.0,0.0,70.0,90.51,24.08,305670000.0,305.67,22.372265824587092,126,0.6855785581257254,0.7290086151592039,1168.44,1229.18,1241.3060799000289,1095.5739200999712,,,,,,,,,,,409A,④その他140,prices/409A.T/409A.T__1d.csv
ok,2026-06-16,1185.0,False,False,監視,見送り（週足弱い）,30.0,0.0,55.0,33.93,23.84,179291800.0,179.2918,36.51829784829047,126,0.5971170614335224,-0.9141750694309241,1219.28,1175.28,1294.2765759213698,1144.28342407863,,,,,,,,,,,4849,④その他140,prices/4849.T/4849.T__1d.csv
ok,2026-06-16,1309.0,False,True,監視,様子見,40.0,0.0,35.0,28.22,23.48,55220000.0,55.22,37.94420426665891,126,0.7787224437589346,1.8060136731057976,1238.0,1218.98,1316.6262042832727,1159.3737957167273,,,,,,,,,,,6445,④その他140,prices/6445.T/6445.T__1d.csv
ok,2026-06-16,1343.0,False,False,監視,見送り（週足弱い）,30.0,0.0,55.0,29.55,23.18,149029500.0,149.0295,37.61199845975655,126,1.0796910715522616,-0.11447738882680106,1346.92,1345.26,1415.405139994429,1278.4348600055712,,,,,,,,,,,7033,④その他140,prices/7033.T/7033.T__1d.csv
ok,2026-06-15,1616.0,False,False,監視,見送り（週足弱い）,0.0,0.0,55.0,98.75,23.06,150883500.0,150.8835,19.688439452330407,126,0.6198511561268755,-0.3866091681715331,1644.24,1712.64,1790.3306896417434,1498.1493103582566,,,,,,,,,,,9900,③業績も短信も良い20,prices/9900.T/9900.T__1d.csv
ok,2026-06-15,241.0,False,False,監視,除外（流動性不足）,30.0,0.0,0.0,74.6,21.69,492000.0,0.492,26.350077962067186,126,0.7198443579766537,0.8041806928932843,235.24,236.48,249.56513874282817,220.91486125717185,,,,,,,,,,,6198,④その他140,prices/6198.T/6198.T__1d.csv
ok,2026-06-15,649.0,False,False,監視,除外（流動性不足）,30.0,0.0,0.0,72.98,21.45,5834900.0,5.8349,26.75623798009258,126,0.5161290322580645,-1.330152705044652,678.96,669.3,724.0074594178183,633.9125405821818,,,,,,,,,,,4486,②前号比較20,prices/4486.T/4486.T__1d.csv
ok,2026-06-15,1855.0,False,False,監視,見送り（週足弱い）,0.0,0.0,70.0,72.11,21.32,347168700.0,347.1687,26.972196728801983,126,0.48584762820855376,0.08586260791958114,1851.48,1983.14,1933.4714532131802,1769.4885467868198,,,,,,,,,,,1870,③業績も短信も良い20,prices/1870.T/1870.T__1d.csv
ok,2026-06-15,399.0,False,False,監視,除外（流動性不足）,30.0,0.0,0.0,70.3,21.04,2206400.0,2.2064,27.425911647441936,126,0.3109101187111362,-0.11638376971146934,399.68,395.94,411.3654781673736,387.9945218326264,,,,,,,,,,,5704,①特に気になる20,prices/5704.T/5704.T__1d.csv
ok,2026-06-15,1022.0,False,False,監視,見送り（週足弱い）,0.0,0.0,70.0,70.14,21.02,417691200.0,417.6912,27.464644206367968,126,1.0006844691145032,-0.5203008638684166,1038.2,1093.58,1100.4716628973233,975.9283371026768,,,,,,,,,,,9416,②前号比較20,prices/9416.T/9416.T__1d.csv
ok,2026-06-15,976.0,False,False,監視,見送り（週足弱い）,15.0,0.0,55.0,47.57,20.64,145976400.0,145.9764,33.10803916741772,126,0.5928717625757695,1.3315063032411851,943.12,973.28,992.5076745757233,893.7323254242767,,,,,,,,,,,6418,③業績も短信も良い20,prices/6418.T/6418.T__1d.csv
ok,2026-06-12,802.0,False,False,監視,除外（ボラ条件外）,15.0,0.0,100.0,0.0,20.25,1372222000.0,1372.222,64.4337221414364,126,0.9887498641985868,-2.0787178444490615,935.76,914.72,1064.4547147321491,807.0652852678509,,,,,,,,,,,4180,①特に気になる20,prices/4180.T/4180.T__1d.csv
ok,2026-06-16,590.0,False,False,監視,除外（ボラ条件外）,15.0,0.0,100.0,0.0,20.25,1489012000.0,1489.012,67.95418797427236,126,1.5605485401919437,0.6786394558946977,547.68,567.22,672.4001282872852,422.95987171271474,,,,,,,,,,,9166,③業績も短信も良い20,prices/9166.T/9166.T__1d.csv
ok,2026-06-15,1440.0,False,False,監視,除外（ボラ条件外）,15.0,0.0,100.0,0.0,20.25,3725116300.0,3725.1163,102.34503742790453,126,0.7724578434940599,-1.3958824211587577,1950.04,1743.76,2680.8178825334053,1219.2621174665946,,,,,,,,,,,3853,④その他140,prices/3853.T/3853.T__1d.csv
ok,2026-06-15,227.0,False,False,監視,除外（ボラ条件外）,15.0,0.0,100.0,0.0,20.25,2412502400.0,2412.5024,96.87092572082433,126,0.1760701965300428,-0.8366888785372005,260.44,277.18,340.3741328845288,180.50586711547118,,,,,,,,,,,3656,④その他140,prices/3656.T/3656.T__1d.csv
ok,2026-06-16,1265.0,False,False,監視,見送り（週足弱い）,0.0,0.0,55.0,77.69,19.9,186807700.0,186.8077,25.576447239864947,126,1.1133603238866396,-0.2013753461228513,1273.96,1359.84,1362.9480531307331,1184.971946869267,,,,,,,,,,,9543,④その他140,prices/9543.T/9543.T__1d.csv
ok,2026-06-12,1640.0,False,False,監視,除外（流動性不足）,15.0,0.0,0.0,93.39,19.26,2660142.1875,2.6601421875,21.651939226524256,126,0.24875621890547264,-0.6635232506648664,1659.7682568359376,1662.5519775390626,1719.3539814239737,1600.1825322479015,,,,,,,,,,,4076,④その他140,prices/4076.T/4076.T__1d.csv
ok,2026-06-12,973.0,False,True,監視,除外（流動性不足）,55.0,0.0,0.0,0.0,19.25,24093200.0,24.0932,46.07737687544126,126,1.040098535650746,1.680029248160042,915.8,915.66,983.8940526037212,847.7059473962787,,,,,,,,,,,5139,④その他140,prices/5139.T/5139.T__1d.csv
ok,2026-06-15,572.0,False,False,監視,除外（流動性不足）,15.0,0.0,0.0,93.24,19.24,2034000.0,2.034,21.689591857715723,126,0.7417102966841187,1.7209367246847889,566.92,569.06,572.823761512127,561.0162384878729,,,,,,,,,,,7353,④その他140,prices/7353.T/7353.T__1d.csv
ok,2026-06-15,843.0,False,False,監視,除外（流動性不足）,15.0,0.0,0.0,88.47,18.52,1010400.0,1.0104,17.117631889670413,126,0.4768392370572207,-0.2815556733901691,844.08,849.8,851.7516621405347,836.4083378594654,,,,,,,,,,,9330,④その他140,prices/9330.T/9330.T__1d.csv
ok,2026-06-16,4235.0,False,False,監視,見送り（週足弱い）,0.0,0.0,70.0,48.65,17.8,359127000.0,359.127,32.838325049300394,126,0.3856761182452814,0.38943277600245363,4193.8,4259.1,4405.3897918142375,3982.210208185763,,,,,,,,,,,3496,④その他140,prices/3496.T/3496.T__1d.csv
ok,2026-06-16,2208.0,False,False,監視,見送り（週足弱い）,15.0,0.0,35.0,47.82,17.67,95710000.0,95.71,33.0439830083584,126,1.9794952681388012,-0.730967563471289,2230.68,2192.94,2292.7347371275814,2168.6252628724183,,,,,,,,,,,3922,④その他140,prices/3922.T/3922.T__1d.csv
ok,2026-06-15,3060.0,False,False,監視,見送り（週足弱い）,0.0,0.0,55.0,60.2,17.28,157993000.0,157.993,29.950519385340446,126,0.6595516937413424,1.1478291202918796,2988.24,3151.72,3113.276033206323,2863.2039667936765,,,,,,,,,,,8059,④その他140,prices/8059.T/8059.T__1d.csv
ok,2026-06-15,2495.0,False,False,監視,見送り（週足弱い）,15.0,0.0,55.0,23.07,16.96,178061200.0,178.0612,39.23180817678415,126,0.6331270228834252,-1.301722339343836,2729.72,2728.06,3090.3499022544484,2369.0900977455512,,,,,,,,,,,5592,④その他140,prices/5592.T/5592.T__1d.csv
ok,2026-06-15,3250.0,False,False,監視,見送り（週足弱い）,0.0,0.0,35.0,75.58,16.59,57150000.0,57.15,26.104147230225628,126,1.215347529128164,0.6009147534422855,3201.4,3289.6,3363.1533925456124,3039.646607454388,,,,,,,,,,,3221,①特に気になる20,prices/3221.T/3221.T__1d.csv
ok,2026-06-16,1248.0,False,False,監視,見送り（週足弱い）,15.0,0.0,35.0,39.87,16.48,96782400.0,96.7824,35.03190822677445,126,0.9335111449799962,-0.1361176806785417,1251.8,1240.26,1307.6340397964038,1195.965960203596,,,,,,,,,,,4251,④その他140,prices/4251.T/4251.T__1d.csv
ok,2026-06-15,1140.0,False,False,監視,除外（流動性不足）,15.0,0.0,0.0,70.09,15.76,36824400.0,36.8244,27.47645865069565,126,0.8729876893939394,0.8196008058598491,1115.92,1138.52,1174.680313137412,1057.1596868625882,,,,,,,,,,,4923,④その他140,prices/4923.T/4923.T__1d.csv
ok,2026-06-15,1772.0,False,False,監視,除外（ボラ条件外）,15.0,0.0,70.0,0.0,15.75,277414200.0,277.4142,45.721775322643154,126,0.554557283598736,-0.1221095881159671,1780.88,1727.9,1926.3231242789354,1635.4368757210648,,,,,,,,,,,6310,④その他140,prices/6310.T/6310.T__1d.csv
ok,2026-06-15,1588.0,False,False,監視,除外（ボラ条件外）,15.0,0.0,70.0,0.0,15.75,223534500.0,223.5345,64.35869826473318,126,0.3482498497963907,-1.0587089090472763,1886.04,1869.8,2449.0653933882613,1323.0146066117386,,,,,,,,,,,3558,④その他140,prices/3558.T/3558.T__1d.csv
ok,2026-06-15,1413.0,False,False,監視,見送り（週足弱い）,0.0,0.0,35.0,68.72,15.56,73899900.0,73.8999,27.820627542627925,126,0.5957094521632712,-0.5381561952897416,1435.24,1485.64,1517.892583746717,1352.587416253283,,,,,,,,,,,9622,③業績も短信も良い20,prices/9622.T/9622.T__1d.csv
ok,2026-06-15,540.0,False,False,監視,見送り（週足弱い）,0.0,0.0,55.0,45.25,15.04,184305200.0,184.3052,33.68847341653581,126,1.2108097087198688,-0.020361210924310445,540.3567333984375,561.5185412597656,575.3972228628058,505.3162439340692,,,,,,,,,,,1887,①特に気になる20,prices/1887.T/1887.T__1d.csv
ok,2026-06-16,2675.0,False,False,監視,除外（ボラ条件外）,0.0,0.0,100.0,0.0,15.0,1384704000.0,1384.704,54.72277145143679,126,0.5514214046822743,-1.023286235751592,2874.76,2991.22,3265.1883924102212,2484.331607589779,,,,,,,,,,,3993,④その他140,prices/3993.T/3993.T__1d.csv
ok,2026-06-15,720.0,False,False,監視,除外（流動性不足）,15.0,0.0,0.0,64.17,14.88,10582000.0,10.582,28.957958172625787,126,0.7577565632458234,-1.0497627858618406,733.6,733.94,759.5106155850907,707.6893844149093,,,,,,,,,,,4482,②前号比較20,prices/4482.T/4482.T__1d.csv
ok,2026-06-12,1978.0,False,False,監視,除外（流動性不足）,15.0,0.0,0.0,63.24,14.74,6408500.0,6.4085,29.191236666927097,126,0.20920502092050208,0.49154143689828783,1947.6,1995.5,2071.2925220051816,1823.907477994818,,,,,,,,,,,9245,①特に気になる20,prices/9245.T/9245.T__1d.csv
ok,2026-06-15,352.0,False,False,監視,除外（流動性不足）,0.0,0.0,0.0,98.04,14.71,825000.0,0.825,20.490212762928635,126,0.3833515881708653,-1.0678605456464585,365.84,376.92,391.7609876353687,339.91901236463127,,,,,,,,,,,4057,④その他140,prices/4057.T/4057.T__1d.csv
