code,latest_date,action,setup_type,weekly_up,daily_up,latest_close,entry_low,entry_high,take1,stop,rr1,risk_pct,vol_ratio,turnover_med25_mn_yen,total_score,today_rank_score,ifd_reco_time,ifd_order_type,ifd_entry_price,ifd_take_profit,ifd_stop_loss,ifd_0930_formula,ifd_skip_rule,ifd_note
4216,2026-05-08,買い候補（押し目）,押し目買い,True,False,5700.0,5671.5,5755.5,6012.8,5474.7,1.7,3.5,1.2,295.5,68.1,164.5,09:00前,IFD-OCO 指値,5713.5,6012.8,5474.7,,寄り付きが entry_high×1.02 超なら見送り / 寄り付きが stop 割れなら見送り,押し目を前日計算の価格帯で拾う。忙しい人向けの基本形。
